6389765538989477889	zskx_fs	18041117270059810-LUCKDRAW	cyt抽奖活动123123	luckDraw	2018-04-10 17:20:32	2018-04-17 17:20:42	enable	disable	cyt抽奖规则	1021361	2018-04-11 17:27:01	1	2018-04-20 14:20:31
6390016325149790208	zskx_fs	18041210033266910-REGISTERCOUPON	213	registerCoupon	2018-04-04 10:03:17	2018-04-18 10:03:19	enable	disable	23	1	2018-04-12 10:03:33	1	2018-05-10 09:43:39
6390158547505647616	zskx_fs	18041219284100710-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	delete	disable	sfdsafsf	1	2018-04-12 19:28:41	1021359	2018-05-04 14:06:44
6390158632176062464	zskx_fs	18041219290119710-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:29:01	1	2018-04-20 10:31:14
6390160693135413248	zskx_fs	18041219371232810-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:37:13	1	2018-04-20 10:31:14
6390160699359760384	zskx_zj	18041219371232810-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:37:14	1	2018-04-20 10:31:14
6390160779353526272	zskx_fs	18041219373311310-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:37:33	1	2018-04-20 10:31:14
6390160781320654848	zskx_zj	18041219373311310-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:37:34	1	2018-04-20 10:31:14
6390160808160006144	zskx_fs	18041219374000610-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:37:40	1	2018-04-20 15:53:24
6390160809934196736	zskx_zj	18041219374000610-REBATE-delete-delete	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-12 19:37:41	1	2018-04-20 10:31:14
6390389886892904448	zskx_fs	18041310475653310-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-13 10:47:57	1	2018-04-20 10:31:14
6390389889375932416	zskx_zj	18041310475653310-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-13 10:47:57	1	2018-04-20 10:31:14
6390390005608484864	zskx_fs	18041310482494910-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-13 10:48:25	1	2018-04-20 10:31:14
6390390065117270016	zskx_fs	18041310483911210-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-13 10:48:39	1	2018-04-20 10:31:14
6390390075380731904	zskx_fs	18041310484157510-REBATE	title	rebate	2017-09-12 06:43:46	2017-09-12 06:43:46	enable	disable	sfdsafsf	1	2018-04-13 10:48:42	1	2018-04-20 10:31:14
6390399644488175616	zskx_fs	18041311264258810-REBATE	aaa	rebate	2018-04-13 11:11:32	2018-04-21 11:11:34	enable	disable	aaa	1	2018-04-13 11:26:43	1	2018-04-20 10:31:14
6390399648187551744	zskx_zj	18041311264258810-REBATE	aaa	rebate	2018-04-13 11:11:32	2018-04-21 11:11:34	enable	disable	aaa	1	2018-04-13 11:26:44	1	2018-04-20 10:31:14
6390485730635812864	athena	18041317084765810-HANDOUTCOUPON	12	handOutCoupon	2018-04-13 17:08:48	2018-04-13 17:08:48	enable	disable	\N	1	2018-04-13 17:08:48	1	2018-05-10 09:43:39
6390491995558645760	athena	18041317334133210-HANDOUTCOUPON	fa quan miaoshu	handOutCoupon	2018-04-13 17:33:41	2018-04-13 17:33:41	enable	disable	\N	1	2018-04-13 17:33:41	1	2018-05-10 09:43:39
6390493097683324929	athena	18041317380410810-HANDOUTCOUPON	fa quan miaoshu	handOutCoupon	2018-04-13 17:38:04	2018-04-13 17:38:04	enable	disable	\N	1	2018-04-13 17:38:04	1	2018-05-10 09:43:39
6390493423354253312	zskx_fs	18041317392169110-COUPONDRAW	cdkCouponDraw	couponDraw	2018-04-12 17:38:33	2018-04-17 17:38:37	enable	disable	1231	1	2018-04-13 17:39:22	1	2018-04-20 10:31:14
6390493423844986880	zskx_zj	18041317392169110-COUPONDRAW	cdkCouponDraw	couponDraw	2018-04-12 17:38:33	2018-04-17 17:38:37	enable	disable	1231	1	2018-04-13 17:39:22	1	2018-04-20 10:31:14
6390496659159126016	zskx_fs	18041317521311910-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-13 17:52:13	1	2018-04-20 10:31:14
6390496660178341888	zskx_zj	18041317521311910-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-13 17:52:13	1	2018-04-20 10:31:14
6390497574100406272	zskx_fs	18041317555132810-COUPONPURCHASE	purchaseCDK0413	couponPurchase	2018-04-15 17:55:12	2018-04-15 17:55:12	enable	disable	q21e1	1	2018-04-13 17:55:51	1	2018-04-20 10:31:14
6390497574381424640	zskx_zj	18041317555132810-COUPONPURCHASE	purchaseCDK0413	couponPurchase	2018-04-15 17:55:12	2018-04-15 17:55:12	enable	disable	q21e1	1	2018-04-13 17:55:51	1	2018-04-20 10:31:14
6390504377286660096	zskx_fs	18041318225326510-COUPONPURCHASE	purchaseCDK0413	couponPurchase	2018-04-15 17:55:12	2018-04-15 17:55:12	enable	disable	q21e1	1	2018-04-13 18:22:53	1	2018-04-20 10:31:14
6390504378125520896	zskx_zj	18041318225326510-COUPONPURCHASE	purchaseCDK0413	couponPurchase	2018-04-15 17:55:12	2018-04-15 17:55:12	enable	disable	q21e1	1	2018-04-13 18:22:54	1	2018-04-20 10:31:14
6390504612989767680	zskx_fs	18041318234953110-REBATE	测试满返cyt	rebate	2018-04-14 18:22:51	2018-04-30 18:22:55	enable	disable	测试cyt规则描述	1	2018-04-13 18:23:50	1	2018-04-20 10:31:14
6390504613228843008	zskx_sd	18041318234953110-REBATE	测试满返cyt	rebate	2018-04-14 18:22:51	2018-04-30 18:22:55	enable	disable	测试cyt规则描述	1	2018-04-13 18:23:50	1	2018-04-20 10:31:14
6390511500456366080	zskx_fs	18041318510779510-LUCKDRAW	wltest	luckDraw	2018-04-13 16:24:47	2018-04-28 16:24:50	enable	enable	aaaa	1	2018-04-13 18:51:12	1	2019-07-08 10:02:27
6390511569863708672	zskx_fs	18041318512675310-LUCKDRAW	wltest	luckDraw	2018-04-13 16:24:47	2018-04-28 16:24:50	enable	disable	aaaa	1	2018-04-13 18:51:28	1	2018-04-20 10:31:14
6390511755172253696	zskx_fs	18041318521239310-COUPONPURCHASE	purchaseCDK0413	couponPurchase	2018-04-15 17:55:12	2018-04-15 17:55:12	enable	disable	q21e1	1	2018-04-13 18:52:12	1	2018-04-20 10:31:14
6390511755264528384	zskx_zj	18041318521239310-COUPONPURCHASE	purchaseCDK0413	couponPurchase	2018-04-15 17:55:12	2018-04-15 17:55:12	enable	disable	q21e1	1	2018-04-13 18:52:12	1	2018-04-20 10:31:14
6391170458674270208	zskx_fs	18041514293907010-REBATE	test-a	rebate	2018-04-15 14:28:54	2018-04-20 14:29:33	enable	disable	bbb	1	2018-04-15 14:29:40	1	2018-04-20 10:31:14
6391170721590022144	zskx_fs	18041514304181110-REBATE	test-b	rebate	2018-04-16 14:30:17	2018-04-20 14:30:19	enable	disable	fff	1	2018-04-15 14:30:42	1	2018-04-20 10:31:14
6391171007134044160	zskx_fs	18041514314988510-REBATE	test-b	rebate	2018-04-16 14:30:17	2018-04-20 14:30:19	enable	disable	fff	1	2018-04-15 14:31:50	1	2018-04-20 16:08:53
6391171010472710144	zskx_zj	18041514314988510-REBATE	test-b	rebate	2018-04-16 14:30:17	2018-04-20 14:30:19	enable	disable	fff	1	2018-04-15 14:31:51	1	2018-04-20 10:31:14
6391172501069631488	zskx_fs	18041514374598210-REBATE	test-c	rebate	2018-04-16 14:37:29	2018-04-19 14:37:31	enable	disable		1	2018-04-15 14:37:46	1	2018-04-20 10:31:14
6391176756857933824	zskx_fs	18041514544097010-LUCKDRAW	test-a	luckDraw	2018-04-16 14:52:08	2018-04-19 14:52:12	enable	disable	aaaaa	1	2018-04-15 14:54:41	1	2018-04-20 10:31:14
6391210981967532032	zskx_fs	18041517100351810-LUCKDRAW	test-b	luckDraw	2018-04-16 17:07:43	2018-04-18 17:07:49	enable	disable	bbbb	1	2018-04-15 17:10:41	1	2018-04-20 10:31:14
6391457931056910336	zskx_fs	18041609315829110-COUPONPURCHASE	买券test001	couponPurchase	2018-04-26 09:28:42	2018-04-26 09:28:42	enable	disable	买券test001	1	2018-04-16 09:31:58	1	2018-04-20 10:31:14
6391458174045523968	zskx_zj	18041609315829110-COUPONPURCHASE	买券test001	couponPurchase	2018-04-26 09:28:42	2018-04-26 09:28:42	enable	disable	买券test001	1	2018-04-16 09:32:56	1	2018-04-20 10:31:14
6391458852704882688	zskx_fs	18041609353804310-COUPONPURCHASE	cdk0416	couponPurchase	2018-04-18 09:34:33	2018-04-18 09:34:33	enable	disable	wqeq	1	2018-04-16 09:35:38	1	2018-04-20 10:31:14
6391458852759408640	zskx_zj	18041609353804310-COUPONPURCHASE	cdk0416	couponPurchase	2018-04-18 09:34:33	2018-04-18 09:34:33	enable	disable	wqeq	1	2018-04-16 09:35:38	1	2018-04-20 10:31:14
6391459404880809984	zskx_fs	18041609374969210-COUPONPURCHASE	123	couponPurchase	2018-04-26 09:37:13	2018-04-26 09:37:13	enable	disable	123	1	2018-04-16 09:37:50	1	2018-04-20 10:31:14
6391461080886939648	zskx_fs	18041609442875310-REBATE	test-d	rebate	2018-04-17 09:43:29	2018-04-20 09:43:32	enable	disable	南	1	2018-04-16 09:44:29	1	2018-04-20 10:31:14
6391463419026870272	zskx_fs	18041609534619310-REBATE	test-d	rebate	2018-04-17 09:43:29	2018-04-20 09:43:32	enable	disable	南	1	2018-04-16 09:53:47	1	2018-04-20 16:08:12
6391477041622945792	zskx_fs	18041610475417610-REBATE	test-e	rebate	2018-04-17 10:47:33	2018-04-21 10:47:36	enable	disable	bbb	1	2018-04-16 10:47:55	1	2018-04-20 10:31:14
6391487056429715456	zskx_fs	18041611274227210-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-16 11:27:42	1	2018-04-20 10:31:14
6391487056995946496	zskx_zj	18041611274227210-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-16 11:27:42	1	2018-04-20 10:31:14
6391487176726548480	zskx_fs	18041611281101610-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-16 11:28:11	1	2018-04-20 10:31:14
6391487176856571904	zskx_zj	18041611281101610-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-16 11:28:11	1	2018-04-20 10:31:14
6391488161351995392	zskx_fs	18041611320576810-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-16 11:32:06	1	2018-04-20 10:31:14
6391488161507184640	zskx_zj	18041611320576810-REGISTERCOUPON	23123	registerCoupon	2018-04-12 17:51:53	2018-04-19 17:51:56	enable	disable	123	1	2018-04-16 11:32:06	1	2018-04-20 10:31:14
6391488945238052864	zskx_fs	18041611001684010-SPECIALOFFER	五一大促开始了	specialOffer	2018-04-16 10:50:39	2018-05-01 10:50:46	enable	disable	五一大促开始了五一大促开始了--佛山	1	2018-04-16 11:35:13	1	2018-05-10 09:43:39
6391563795780603904	zskx_fs	18041616323821310-LUCKDRAW	test-c	luckDraw	2018-04-28 16:18:31	2018-04-29 16:18:34	enable	disable	abc	1	2018-04-16 16:32:38	1	2018-04-20 10:31:14
6391566293731905536	athena	18041616423397510-HANDOUTCOUPON	怎么样怎么样	handOutCoupon	2018-04-16 16:42:34	2018-04-16 16:42:34	enable	disable	\N	1	2018-04-16 16:42:34	1	2018-05-10 09:43:39
6391568046154059776	athena	18041616493178610-HANDOUTCOUPON	怎么样怎么样	handOutCoupon	2018-04-16 16:49:32	2018-04-16 16:49:32	enable	disable	\N	1	2018-04-16 16:49:32	1	2018-05-10 09:43:39
6391568437306462208	athena	18041616510505210-HANDOUTCOUPON	但其维权	handOutCoupon	2018-04-16 16:51:05	2018-04-16 16:51:05	enable	disable	\N	1	2018-04-16 16:51:05	1	2018-05-10 09:43:39
6391568654240059392	zskx_zj	18041611001684010-SPECIALOFFER	五一大促开始了	specialOffer	2018-04-16 10:50:39	2018-05-01 10:50:46	enable	disable	五一大促开始了五一大促开始了	1	2018-04-16 16:51:57	1	2018-04-20 10:31:14
6391572604985020416	athena	18041617073870410-HANDOUTCOUPON	557857	handOutCoupon	2018-04-16 17:07:39	2018-04-16 17:07:39	enable	disable	\N	1	2018-04-16 17:07:39	1	2018-05-10 09:43:39
6391573281270403072	athena	18041617101994310-HANDOUTCOUPON	23123	handOutCoupon	2018-04-16 17:10:20	2018-04-16 17:10:20	enable	disable	\N	1	2018-04-16 17:10:20	1	2018-05-10 09:43:39
6391575981110333440	athena	18041617210363310-HANDOUTCOUPON	23123	handOutCoupon	2018-04-16 17:21:04	2018-04-16 17:21:04	enable	disable	\N	1	2018-04-16 17:21:04	1	2018-05-10 09:43:39
6391576099972714496	zskx_zj	18040814051933510-SPECIALOFFER	谁删谁跪下唱征服	specialOffer	2018-04-08 00:00:00	2018-04-30 23:59:59	enable	disable	谁删谁跪下唱征服	1021369	2018-04-16 17:21:32	1021369	2018-04-20 10:31:14
6391577109680099329	athena	18041617253270810-HANDOUTCOUPON	111111	handOutCoupon	2018-04-16 17:25:33	2018-04-16 17:25:33	enable	disable	\N	1	2018-04-16 17:25:33	1	2018-05-10 09:43:39
6391584015261896705	athena	18041617525912710-HANDOUTCOUPON	sss 	handOutCoupon	2018-04-16 17:52:59	2018-04-16 17:52:59	enable	disable	\N	1	2018-04-16 17:52:59	1	2018-05-10 09:43:39
6391590336673615872	athena	18041618180626810-HANDOUTCOUPON	sss 33	handOutCoupon	2018-04-16 18:18:06	2018-04-16 18:18:06	enable	disable	\N	1	2018-04-16 18:18:06	1	2018-05-10 09:43:39
6391593503373135872	athena	18041618304126810-HANDOUTCOUPON	fewferfg 	handOutCoupon	2018-04-16 18:30:41	2018-04-16 18:30:41	enable	disable	\N	1	2018-04-16 18:30:41	1	2018-05-10 09:43:39
6391594559448551424	athena	18041618345305210-HANDOUTCOUPON	sss	handOutCoupon	2018-04-16 18:34:53	2018-04-16 18:34:53	enable	disable	\N	1	2018-04-16 18:34:53	1	2018-05-10 09:43:39
6391595690727837697	athena	18041618392277510-HANDOUTCOUPON	fghfh	handOutCoupon	2018-04-16 18:39:23	2018-04-16 18:39:23	enable	disable	\N	1	2018-04-16 18:39:23	1	2018-05-10 09:43:39
6391596629559873537	athena	18041618430661010-HANDOUTCOUPON	dddd	handOutCoupon	2018-04-16 18:43:07	2018-04-16 18:43:07	enable	disable	\N	1	2018-04-16 18:43:07	1	2018-04-20 10:31:14
6391597399529230337	athena	18041618461018510-HANDOUTCOUPON	12313	handOutCoupon	2018-04-16 18:46:10	2018-04-16 18:46:10	enable	disable	\N	1	2018-04-16 18:46:10	1	2018-04-20 10:31:14
6391597922324058112	zskx_fs	18041618481478110-LUCKDRAW-delete-delete	cyt测试抽奖1	luckDraw	2018-04-16 18:40:01	2018-04-17 18:36:07	enable	disable	cyt测试1	1	2018-04-16 18:48:15	1	2018-04-20 10:31:14
6391598465033441280	zskx_sd	18041618481478110-LUCKDRAW-delete	cyt测试抽奖1	luckDraw	2018-04-16 18:40:01	2018-04-17 18:36:07	enable	disable	cyt测试1	1	2018-04-16 18:50:24	1	2018-04-20 10:31:14
6391602567591235584	zskx_fs	18041618481478110-LUCKDRAW-delete	cyt测试抽奖1	luckDraw	2018-04-16 18:40:01	2018-04-17 18:36:07	enable	disable	cyt测试1	1	2018-04-16 19:06:42	1	2018-04-20 10:31:14
6391603038997450752	zskx_fs	18041618481478110-LUCKDRAW	cyt测试抽奖1	luckDraw	2018-04-16 18:40:01	2018-04-17 18:36:07	enable	disable	cyt测试1	1	2018-04-16 19:08:35	1	2018-04-20 10:31:14
6391830394123063297	athena	18041710120042510-HANDOUTCOUPON	的点点滴滴	handOutCoupon	2018-04-17 10:12:00	2018-04-17 10:12:00	enable	disable	\N	1	2018-04-17 10:12:00	1	2018-05-10 09:43:39
6391832541283749888	athena	18041710203234710-HANDOUTCOUPON	11111111111111111	handOutCoupon	2018-04-17 10:20:32	2018-04-17 10:20:32	enable	disable	\N	1	2018-04-17 10:20:32	1	2018-05-10 09:43:39
6391832662062927872	zskx_fs	18041710210108210-LUCKDRAW	cyt结算抽奖1	luckDraw	2018-04-17 09:35:02	2018-04-18 09:35:07	enable	disable	cyt结算抽奖1	1	2018-04-17 10:21:01	1021359	2018-04-20 10:31:14
6391832662729822208	zskx_zj	18041710210108210-LUCKDRAW	cyt结算抽奖1	luckDraw	2018-04-17 09:35:02	2018-04-18 09:35:07	enable	disable	cyt结算抽奖1	1	2018-04-17 10:21:01	1021359	2018-04-20 10:31:14
6391832705390088193	athena	18041710211147410-HANDOUTCOUPON	11111111111111111	handOutCoupon	2018-04-17 10:21:11	2018-04-17 10:21:11	enable	disable	\N	1	2018-04-17 10:21:11	1	2018-05-10 09:43:39
6391833632796839936	athena	18041710245258410-HANDOUTCOUPON	11111111111111111	handOutCoupon	2018-04-17 10:24:53	2018-04-17 10:24:53	enable	disable	\N	1	2018-04-17 10:24:53	1	2018-05-10 09:43:39
6391835797510688768	athena	18041710332869210-HANDOUTCOUPON	三生三世对对对	handOutCoupon	2018-04-17 10:33:29	2018-04-17 10:33:29	enable	disable	\N	1	2018-04-17 10:33:29	1	2018-05-10 09:43:39
6391840186061295616	athena	18041710505499610-HANDOUTCOUPON	sadasd	handOutCoupon	2018-04-17 10:50:55	2018-04-17 10:50:55	enable	disable	\N	1	2018-04-17 10:50:55	1	2018-05-10 09:43:39
6391841362320297984	athena	18041710553544610-HANDOUTCOUPON	不与满减叠加	handOutCoupon	2018-04-17 10:55:35	2018-04-17 10:55:35	enable	disable	\N	1	2018-04-17 10:55:35	1	2018-04-20 10:31:14
6391841611386458112	zskx_fs	18041710563479910-COUPONDRAW	vsdf	couponDraw	2018-04-16 10:54:55	2018-04-18 10:54:57	enable	disable		1	2018-04-17 10:56:35	1	2018-04-20 10:31:14
6391841611713613824	zskx_zj	18041710563479910-COUPONDRAW	vsdf	couponDraw	2018-04-16 10:54:55	2018-04-18 10:54:57	enable	disable		1	2018-04-17 10:56:35	1	2018-04-20 10:31:14
6391842024529596417	athena	18041710581333010-HANDOUTCOUPON	不与满减叠加	handOutCoupon	2018-04-17 10:58:13	2018-04-17 10:58:13	enable	disable	\N	1	2018-04-17 10:58:13	1	2018-05-10 09:43:39
6391846346478850049	athena	18041711152376310-HANDOUTCOUPON	32323232	handOutCoupon	2018-04-17 11:15:24	2018-04-17 11:15:24	enable	disable	\N	1	2018-04-17 11:15:24	1	2018-05-10 09:43:39
6391847251752259585	athena	18041711185959710-HANDOUTCOUPON	三生三世	handOutCoupon	2018-04-17 11:19:00	2018-04-17 11:19:00	enable	disable	\N	1	2018-04-17 11:19:00	1	2018-05-10 09:43:39
6391847879807340545	athena	18041711212933710-HANDOUTCOUPON	三生三世	handOutCoupon	2018-04-17 11:21:29	2018-04-17 11:21:29	enable	disable	\N	1	2018-04-17 11:21:29	1	2018-05-10 09:43:39
6391851120154644480	athena	18041711342189510-HANDOUTCOUPON	三生三世	handOutCoupon	2018-04-17 11:34:22	2018-04-17 11:34:22	enable	disable	\N	1	2018-04-17 11:34:22	1	2018-04-20 10:31:14
6391851793944416257	athena	18041711370254010-HANDOUTCOUPON	三生三世	handOutCoupon	2018-04-17 11:37:03	2018-04-17 11:37:03	enable	disable	\N	1	2018-04-17 11:37:03	1	2018-05-10 09:43:39
6391852160828575745	athena	18041711383001210-HANDOUTCOUPON	三生三世	handOutCoupon	2018-04-17 11:38:30	2018-04-17 11:38:30	enable	disable	\N	1	2018-04-17 11:38:30	1	2018-05-10 09:43:39
6391852711469387777	athena	18041711404129510-HANDOUTCOUPON	三生三世	handOutCoupon	2018-04-17 11:40:41	2018-04-17 11:40:41	enable	disable	\N	1	2018-04-17 11:40:41	1	2018-05-10 09:43:39
6391852823671214081	athena	18041711410804610-HANDOUTCOUPON	三生三世嗯嗯嗯	handOutCoupon	2018-04-17 11:41:08	2018-04-17 11:41:08	enable	disable	\N	1	2018-04-17 11:41:08	1	2018-05-10 09:43:39
6391853760838111233	athena	18041711445148410-HANDOUTCOUPON	三生三世嗯嗯嗯	handOutCoupon	2018-04-17 11:44:51	2018-04-17 11:44:51	enable	disable	\N	1	2018-04-17 11:44:51	1	2018-05-10 09:43:39
6391884854681669632	zskx_fs	18041713482481410-LUCKDRAW-delete	test-f	luckDraw	2018-04-17 18:16:09	2018-04-24 13:46:44	enable	disable		1	2018-04-17 13:48:24	1	2018-04-20 10:31:14
6391884855130460160	zskx_zj	18041713482481410-LUCKDRAW-delete	test-f	luckDraw	2018-04-19 13:46:39	2018-04-24 13:46:44	enable	disable		1	2018-04-17 13:48:24	1	2018-04-20 10:31:14
6391885115655458817	athena	18041713492705510-HANDOUTCOUPON	56655656565	handOutCoupon	2018-04-17 13:49:27	2018-04-17 13:49:27	enable	disable	\N	1	2018-04-17 13:49:27	1	2018-05-10 09:43:39
6391886131658493952	zskx_fs	18041713532926510-REBATE	梵蒂冈地方	rebate	2018-04-19 13:53:08	2018-04-28 13:52:12	enable	disable	电饭锅	1	2018-04-17 13:53:29	1	2018-04-20 10:31:14
6391887822906724352	athena	18041714001251310-HANDOUTCOUPON	日日日	handOutCoupon	2018-04-17 14:00:13	2018-04-17 14:00:13	enable	disable	\N	1	2018-04-17 14:00:13	1	2018-05-10 09:43:39
6391887998702587905	athena	18041714005442710-HANDOUTCOUPON	日日日GV让发个仍无法	handOutCoupon	2018-04-17 14:00:54	2018-04-17 14:00:54	enable	disable	\N	1	2018-04-17 14:00:54	1	2018-05-10 09:43:39
6391888442216681473	athena	18041714024016910-HANDOUTCOUPON	定位到翁	handOutCoupon	2018-04-17 14:02:40	2018-04-17 14:02:40	enable	disable	\N	1	2018-04-17 14:02:40	1	2018-04-20 10:31:14
6391888776200720385	athena	18041714035979710-HANDOUTCOUPON	定位到翁	handOutCoupon	2018-04-17 14:04:00	2018-04-17 14:04:00	enable	disable	\N	1	2018-04-17 14:04:00	1	2018-04-20 10:31:14
6391889133299568640	athena	18041714052493510-HANDOUTCOUPON	定位到翁	handOutCoupon	2018-04-17 14:05:25	2018-04-17 14:05:25	enable	disable	\N	1	2018-04-17 14:05:25	1	2018-05-10 09:43:39
6391890579843715073	athena	18041714110981910-HANDOUTCOUPON	123123	handOutCoupon	2018-04-17 14:11:10	2018-04-17 14:11:10	enable	disable	\N	1	2018-04-17 14:11:10	1	2018-05-10 09:43:39
6391890964360728577	athena	18041714124149510-HANDOUTCOUPON	定位到翁擦上厕所	handOutCoupon	2018-04-17 14:12:41	2018-04-17 14:12:41	enable	disable	\N	1	2018-04-17 14:12:41	1	2018-05-10 09:43:39
6391891137631621120	zskx_fs	18041714132279810-REBATE	cyt满返活动1	rebate	2018-04-17 14:20:46	2018-04-18 14:10:51	enable	disable		1	2018-04-17 14:13:23	1	2018-04-20 10:31:14
6391891137694535680	zskx_sd	18041714132279810-REBATE	cyt满返活动1	rebate	2018-04-17 14:20:46	2018-04-18 14:10:51	enable	disable		1	2018-04-17 14:13:23	1	2018-04-20 10:31:14
6391891847089754112	zskx_fs	18041714161193710-REGISTERCOUPON	佛山送券	registerCoupon	2018-04-18 14:14:24	2018-04-21 14:14:28	enable	disable	佛山送券大优惠	1	2018-04-17 14:16:12	1	2018-04-20 10:31:14
6391892560305983489	athena	18041714190199810-HANDOUTCOUPON	VR俄方refer发	handOutCoupon	2018-04-17 14:19:02	2018-04-17 14:19:02	enable	disable	\N	1	2018-04-17 14:19:02	1	2018-05-10 09:43:39
